;screen_name;id;followers;friends;number_tweets;mean;variance;standard_deviation;monday;tuesday;wednesday;thursday;friday;saturday;sunday;mean_day_week;variance_day_week;standard_deviation_day_week;number_hashtags;hashtag_per_tweet;profile_image_url;profile_image_url_https
1486;skntiyyiiok;989027045018652672;84;82;7;1248.86;3025660.41;1739.44;0.0;0.0;0.4444444444444444;0.5555555555555556;0.0;0.0;0.0;1.29;4.20;2.05;1;0.01;http://pbs.twimg.com/profile_images/989050757730234370/tB53YexW_normal.jpg;https://pbs.twimg.com/profile_images/989050757730234370/tB53YexW_normal.jpg
1487;Ravinde54216925;952550485529001985;27;154;6;4973.17;33836857.47;5816.95;0.0;0.5;0.125;0.25;0.0;0.0;0.125;1.14;1.84;1.36;0;0.0;http://pbs.twimg.com/profile_images/956168764936003585/ApyKPDHn_normal.jpg;https://pbs.twimg.com/profile_images/956168764936003585/ApyKPDHn_normal.jpg
1488;Nihal20458842;986114772386099200;89;91;19;8777.05;187101469.42;13678.50;0.14285714285714285;0.47619047619047616;0.19047619047619047;0.14285714285714285;0.0;0.0;0.047619047619047616;3.00;10.29;3.21;1;0.005;http://pbs.twimg.com/profile_images/986115427129544704/G7PlbeHg_normal.jpg;https://pbs.twimg.com/profile_images/986115427129544704/G7PlbeHg_normal.jpg
1489;Mujgan70717280;973955405142482945;92;95;27;4529.44;40562793.95;6368.89;0.034482758620689655;0.2413793103448276;0.06896551724137931;0.1724137931034483;0.10344827586206896;0.27586206896551724;0.10344827586206896;4.14;5.84;2.42;5;0.025;http://pbs.twimg.com/profile_images/986346553622323205/8_XbmVjW_normal.jpg;https://pbs.twimg.com/profile_images/986346553622323205/8_XbmVjW_normal.jpg
1490;amsircash;962015273950703617;741;1748;162;2048.98;11399583.60;3376.33;0.08;0.135;0.28;0.075;0.11;0.145;0.175;28.57;168.82;12.99;9;0.05;http://pbs.twimg.com/profile_images/970534264365346816/7_dQ5BE1_normal.jpg;https://pbs.twimg.com/profile_images/970534264365346816/7_dQ5BE1_normal.jpg
1491;obi9zqHGb0HIOyz;975314322023854080;821;985;2;5132.50;2526510.25;1589.50;0.0;0.0;0.6666666666666666;0.0;0.0;0.3333333333333333;0.0;0.43;0.53;0.73;0;0.0;http://pbs.twimg.com/profile_images/986597619462881280/WS-hFkEy_normal.jpg;https://pbs.twimg.com/profile_images/986597619462881280/WS-hFkEy_normal.jpg
1492;baharnurtatli10;888066657687670787;46;26;5;16306.60;212513999.44;14577.86;0.16666666666666666;0.5;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.86;0.98;0.99;1;0.005;http://pbs.twimg.com/profile_images/988797677193302016/em_oIj3I_normal.jpg;https://pbs.twimg.com/profile_images/988797677193302016/em_oIj3I_normal.jpg
1493;seymonyuuu;989074134104788993;110;153;3;936.33;1513228.22;1230.13;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.57;1.96;1.40;0;0.0;http://pbs.twimg.com/profile_images/989089500587593730/a2gTVAgI_normal.jpg;https://pbs.twimg.com/profile_images/989089500587593730/a2gTVAgI_normal.jpg
1494;Zarif__Kelam;988717135542276102;88;384;1;915.00;0.00;0.00;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.29;0.49;0.70;0;0.0;http://pbs.twimg.com/profile_images/989139286862782466/kEZMaHwp_normal.jpg;https://pbs.twimg.com/profile_images/989139286862782466/kEZMaHwp_normal.jpg
1495;hathlan3;1541589302;83559;47922;173;5.54;22.43;4.74;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.43;4849.10;69.64;57;0.405;http://pbs.twimg.com/profile_images/989342703963004928/1zNC-l6j_normal.jpg;https://pbs.twimg.com/profile_images/989342703963004928/1zNC-l6j_normal.jpg
1496;ka7eel;268178207;456;2263;190;24788.15;460472888.81;21458.63;0.1518324607329843;0.13612565445026178;0.14136125654450263;0.12041884816753927;0.13612565445026178;0.1518324607329843;0.16230366492146597;27.29;5.92;2.43;20;0.1;http://pbs.twimg.com/profile_images/917947727639711744/7fVCWjb9_normal.jpg;https://pbs.twimg.com/profile_images/917947727639711744/7fVCWjb9_normal.jpg
1497;Maribo_miseai;958226978150039552;222;302;180;5374.18;5159602.23;2271.48;0.125;0.16;0.175;0.185;0.155;0.085;0.115;28.57;43.96;6.63;7;0.975;http://pbs.twimg.com/profile_images/958241226855145472/JQjCzWev_normal.jpg;https://pbs.twimg.com/profile_images/958241226855145472/JQjCzWev_normal.jpg
1498;zaza80827790;988389252303122434;35;24;4;5243.75;40055127.19;6328.91;0.0;0.6;0.2;0.2;0.0;0.0;0.0;0.71;1.06;1.03;0;0.0;http://pbs.twimg.com/profile_images/988709760466898944/KW2rD9e6_normal.jpg;https://pbs.twimg.com/profile_images/988709760466898944/KW2rD9e6_normal.jpg
1499;lavozguatire;1373372683;33915;16533;175;312.88;107772.44;328.29;0.0;0.015;0.46;0.525;0.0;0.0;0.0;28.57;1969.10;44.37;29;0.58;http://pbs.twimg.com/profile_images/981622494372270081/58Higo4p_normal.jpg;https://pbs.twimg.com/profile_images/981622494372270081/58Higo4p_normal.jpg
1500;CEVDETKAVLAK;986123312;1075052;851979;188;7442.21;123167315.76;11098.08;0.1407035175879397;0.16080402010050251;0.135678391959799;0.2613065326633166;0.1407035175879397;0.07537688442211055;0.08542713567839195;28.43;125.96;11.22;19;0.145;http://pbs.twimg.com/profile_images/977722400023482370/_owPREu7_normal.jpg;https://pbs.twimg.com/profile_images/977722400023482370/_owPREu7_normal.jpg
1501;ulkucumedyacom;1540641596;671529;603395;172;1315.21;1233122.68;1110.46;0.14;0.12;0.13;0.27;0.14;0.085;0.115;28.57;119.96;10.95;1;0.005;http://pbs.twimg.com/profile_images/674542052298784768/yeLpOPCM_normal.png;https://pbs.twimg.com/profile_images/674542052298784768/yeLpOPCM_normal.png
1502;yasinerofc;1383132374;1056626;693101;199;16830.13;199965062.99;14140.90;0.14;0.145;0.18;0.16;0.145;0.12;0.11;28.57;18.82;4.34;7;0.035;http://pbs.twimg.com/profile_images/693816222559899648/DAjpTVJt_normal.jpg;https://pbs.twimg.com/profile_images/693816222559899648/DAjpTVJt_normal.jpg
1503;mhp_haberleri;1647916304;569341;537133;173;1475.55;1495837.09;1223.04;0.135;0.14;0.12;0.255;0.135;0.085;0.13;28.57;95.67;9.78;2;0.01;http://pbs.twimg.com/profile_images/982917440488210433/eY4KcC6N_normal.jpg;https://pbs.twimg.com/profile_images/982917440488210433/eY4KcC6N_normal.jpg
1504;ozkanyaziyor;3005189614;642979;608914;194;14768.35;169891003.04;13034.22;0.155;0.235;0.15;0.14;0.12;0.085;0.115;28.57;76.24;8.73;2;0.01;http://pbs.twimg.com/profile_images/929467813336674304/QeGM6QS6_normal.jpg;https://pbs.twimg.com/profile_images/929467813336674304/QeGM6QS6_normal.jpg
1505;haliilmetin;826905307083395072;71457;67306;198;13962.87;262363757.11;16197.65;0.17;0.175;0.185;0.21;0.1;0.075;0.085;28.57;101.96;10.10;12;0.06;http://pbs.twimg.com/profile_images/962047225323909123/6R7d7wQu_normal.jpg;https://pbs.twimg.com/profile_images/962047225323909123/6R7d7wQu_normal.jpg
1506;ahmetyaziyo;207527024;744198;606764;164;6084.32;9160805.91;3026.68;0.18;0.165;0.13;0.115;0.145;0.11;0.155;28.57;23.10;4.81;1;0.005;http://pbs.twimg.com/profile_images/944942506172715008/oogWZZbp_normal.jpg;https://pbs.twimg.com/profile_images/944942506172715008/oogWZZbp_normal.jpg
1507;SemihKahramannn;1385680262;2003206;212411;184;7046.53;47989203.29;6927.42;0.075;0.14;0.165;0.17;0.145;0.155;0.15;28.57;34.53;5.88;0;0.0;http://pbs.twimg.com/profile_images/940064491974176771/dRKJNnyP_normal.jpg;https://pbs.twimg.com/profile_images/940064491974176771/dRKJNnyP_normal.jpg
1508;bizimyazar;700950868493991936;1236464;1107908;194;12914.86;188628970.90;13734.23;0.15;0.075;0.09;0.15;0.15;0.16;0.225;28.57;83.39;9.13;7;0.035;http://pbs.twimg.com/profile_images/944541719160344576/q2GFmRoH_normal.jpg;https://pbs.twimg.com/profile_images/944541719160344576/q2GFmRoH_normal.jpg
1509;BurakTorunResmi;766058630;2840335;950434;186;16248.81;239676244.90;15481.48;0.13157894736842105;0.15263157894736842;0.15263157894736842;0.15263157894736842;0.13157894736842105;0.12105263157894737;0.15789473684210525;27.14;6.41;2.53;27;0.145;http://pbs.twimg.com/profile_images/968933282044932101/7Q88YGUz_normal.jpg;https://pbs.twimg.com/profile_images/968933282044932101/7Q88YGUz_normal.jpg
1510;fikret_karakaya;2882474866;738861;725225;166;2055.92;6627294.08;2574.35;0.21;0.165;0.195;0.095;0.15;0.095;0.09;28.57;86.53;9.30;9;0.055;http://pbs.twimg.com/profile_images/968979542537850880/z8rogpZU_normal.jpg;https://pbs.twimg.com/profile_images/968979542537850880/z8rogpZU_normal.jpg
1511;MehmetCanbegOfc;970080787;890003;618603;199;12940.50;221867110.15;14895.20;0.12;0.095;0.115;0.07;0.19;0.16;0.25;28.57;130.82;11.44;3;0.02;http://pbs.twimg.com/profile_images/982260159488507904/oI2BgVqY_normal.jpg;https://pbs.twimg.com/profile_images/982260159488507904/oI2BgVqY_normal.jpg
1512;erciyes_tugba;981486364519813122;85;97;2;6933.50;40113222.25;6333.50;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.43;0.24;0.49;0;0.0;http://pbs.twimg.com/profile_images/983290249035046912/pLsO6tZ__normal.jpg;https://pbs.twimg.com/profile_images/983290249035046912/pLsO6tZ__normal.jpg
1513;AhasanH29137276;986003880470351873;40;121;2;4736.00;1096209.00;1047.00;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.43;0.53;0.73;1;0.005;http://pbs.twimg.com/profile_images/986011338022510593/V6IaUm9E_normal.jpg;https://pbs.twimg.com/profile_images/986011338022510593/V6IaUm9E_normal.jpg
1514;bishiyoujo;877710930641014784;1264;1752;197;910.56;575542.28;758.65;0.0;0.155;0.39;0.455;0.0;0.0;0.0;28.57;1373.10;37.06;3;0.835;http://pbs.twimg.com/profile_images/877713412934868992/u4ES59dX_normal.jpg;https://pbs.twimg.com/profile_images/877713412934868992/u4ES59dX_normal.jpg
1515;mehmet_aytac07;969938072308723714;115;147;1;5400.00;0.00;0.00;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.29;0.20;0.45;0;0.0;http://pbs.twimg.com/profile_images/970017663912161281/3549R7YA_normal.jpg;https://pbs.twimg.com/profile_images/970017663912161281/3549R7YA_normal.jpg
1516;tenswordspoem;3254834299;155266;101615;139;13.22;116.84;10.81;0.143646408839779;0.027624309392265192;0.11602209944751381;0.3756906077348066;0.27624309392265195;0.03867403314917127;0.022099447513812154;25.86;521.55;22.84;6;0.03;http://pbs.twimg.com/profile_images/952368328554655744/-gCG-drM_normal.jpg;https://pbs.twimg.com/profile_images/952368328554655744/-gCG-drM_normal.jpg
1517;JeanMaxDumond;228112060;33685;1897;197;21360.45;472819641.26;21744.42;0.13636363636363635;0.13131313131313133;0.15656565656565657;0.16161616161616163;0.16666666666666666;0.13131313131313133;0.11616161616161616;28.29;11.92;3.45;25;0.215;http://pbs.twimg.com/profile_images/900104441839456257/ON_OGNYL_normal.jpg;https://pbs.twimg.com/profile_images/900104441839456257/ON_OGNYL_normal.jpg
1518;EmreCanMemiss;984079126826020864;63;89;36;12030.44;218245344.08;14773.13;0.0;0.13513513513513514;0.24324324324324326;0.35135135135135137;0.21621621621621623;0.02702702702702703;0.02702702702702703;5.29;20.78;4.56;2;0.01;http://pbs.twimg.com/profile_images/984081223810240518/FEiCGYN-_normal.jpg;https://pbs.twimg.com/profile_images/984081223810240518/FEiCGYN-_normal.jpg
1519;jinsummerhappy;981489360838144000;403;608;140;1283.32;5341623.20;2311.20;0.15723270440251572;0.18238993710691823;0.11949685534591195;0.0440251572327044;0.06289308176100629;0.22012578616352202;0.2138364779874214;22.71;106.49;10.32;36;0.31;http://pbs.twimg.com/profile_images/981493961616322561/eOwvtWLd_normal.jpg;https://pbs.twimg.com/profile_images/981493961616322561/eOwvtWLd_normal.jpg
1520;Betuldem3;879615423372808194;371;291;158;1251.06;7556605.86;2748.93;0.04712041884816754;0.12041884816753927;0.031413612565445025;0.02617801047120419;0.45549738219895286;0.17801047120418848;0.14136125654450263;27.29;701.92;26.49;18;0.235;http://pbs.twimg.com/profile_images/969205329455181824/BMI-zBij_normal.jpg;https://pbs.twimg.com/profile_images/969205329455181824/BMI-zBij_normal.jpg
1521;eronRFMEIEqYSQC;982230424305917954;658;2020;84;244.15;247991.70;497.99;0.0;0.2830188679245283;0.12264150943396226;0.3867924528301887;0.03773584905660377;0.16981132075471697;0.0;15.14;212.12;14.56;0;0.0;http://pbs.twimg.com/profile_images/982234897157734402/zzVpDtP7_normal.jpg;https://pbs.twimg.com/profile_images/982234897157734402/zzVpDtP7_normal.jpg
1522;mashal_alhmr;770608113292541952;41531;6499;170;2.82;1.69;1.30;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;83;0.54;http://pbs.twimg.com/profile_images/942136971903762434/CGFZvN9D_normal.jpg;https://pbs.twimg.com/profile_images/942136971903762434/CGFZvN9D_normal.jpg
1523;Remonjiru100;2187905407;3194;3461;184;3482.41;3824210.41;1955.56;0.11;0.17;0.245;0.155;0.115;0.11;0.095;28.57;94.53;9.72;0;0.0;http://pbs.twimg.com/profile_images/378800000725057405/1473c1fa751e8d92d9f05fe2e8a8e59a_normal.jpeg;https://pbs.twimg.com/profile_images/378800000725057405/1473c1fa751e8d92d9f05fe2e8a8e59a_normal.jpeg
1524;Nabilaaziz7;953731627603066880;275;278;110;5937.25;66325995.64;8144.08;0.0967741935483871;0.20967741935483872;0.23387096774193547;0.12903225806451613;0.06451612903225806;0.1532258064516129;0.11290322580645161;17.71;48.78;6.98;13;0.075;http://pbs.twimg.com/profile_images/984682988184195072/qe9UkQys_normal.jpg;https://pbs.twimg.com/profile_images/984682988184195072/qe9UkQys_normal.jpg
1525;Betuldem3;879615423372808194;371;291;158;1251.06;7556605.86;2748.93;0.04712041884816754;0.12041884816753927;0.031413612565445025;0.02617801047120419;0.45549738219895286;0.17801047120418848;0.14136125654450263;27.29;701.92;26.49;18;0.235;http://pbs.twimg.com/profile_images/969205329455181824/BMI-zBij_normal.jpg;https://pbs.twimg.com/profile_images/969205329455181824/BMI-zBij_normal.jpg
1526;OliverTrolley;216454569;33671;13139;166;169.01;42332.51;205.75;0.035;0.285;0.595;0.085;0.0;0.0;0.0;28.57;1719.10;41.46;0;0.0;http://pbs.twimg.com/profile_images/977579539277762561/rDql7BAn_normal.jpg;https://pbs.twimg.com/profile_images/977579539277762561/rDql7BAn_normal.jpg
1527;l_avukat;983792959983407104;228;304;157;10.66;346.82;18.62;0.0;0.7085427135678392;0.20100502512562815;0.09045226130653267;0.0;0.0;0.0;28.43;2306.82;48.03;10;0.155;http://pbs.twimg.com/profile_images/984051410819002368/GxsMLlKd_normal.jpg;https://pbs.twimg.com/profile_images/984051410819002368/GxsMLlKd_normal.jpg
1528;LkmnZbag;221829338;283122;229491;180;12047.98;144236339.67;12009.84;0.165;0.16;0.16;0.115;0.125;0.115;0.16;28.57;18.53;4.30;4;0.02;http://pbs.twimg.com/profile_images/978412949441339392/ehzY7elX_normal.jpg;https://pbs.twimg.com/profile_images/978412949441339392/ehzY7elX_normal.jpg
1529;dinlekazantv;765245597188227073;467677;463794;181;6737.80;59450045.71;7710.39;0.12060301507537688;0.1457286432160804;0.12562814070351758;0.23115577889447236;0.10050251256281408;0.1658291457286432;0.11055276381909548;28.43;67.67;8.23;0;0.0;http://pbs.twimg.com/profile_images/960645176258686978/di43kHU7_normal.jpg;https://pbs.twimg.com/profile_images/960645176258686978/di43kHU7_normal.jpg
1530;bwCg2bHQS5lemF6;906336731137527809;67;153;166;17.71;350.78;18.73;0.0;0.11557788944723618;0.6633165829145728;0.22110552763819097;0.0;0.0;0.0;28.43;2033.10;45.09;21;0.26;http://pbs.twimg.com/profile_images/988382754357334016/LxarfK_u_normal.jpg;https://pbs.twimg.com/profile_images/988382754357334016/LxarfK_u_normal.jpg
1531;YigitSezai;722085918501376001;209;425;193;13360.98;178121393.92;13346.21;0.19289340101522842;0.10152284263959391;0.1218274111675127;0.18274111675126903;0.2131979695431472;0.05583756345177665;0.1319796954314721;28.14;104.69;10.23;29;0.15;http://pbs.twimg.com/profile_images/769999920615026690/0HEHGnW5_normal.jpg;https://pbs.twimg.com/profile_images/769999920615026690/0HEHGnW5_normal.jpg
1532;AtarDuman;983137075015962624;1054;3108;156;245.65;128171.07;358.01;0.05025125628140704;0.2864321608040201;0.40703517587939697;0.19597989949748743;0.01507537688442211;0.035175879396984924;0.010050251256281407;28.43;833.67;28.87;10;0.1;http://pbs.twimg.com/profile_images/983138877920743424/cgpHXFAW_normal.jpg;https://pbs.twimg.com/profile_images/983138877920743424/cgpHXFAW_normal.jpg
1533;fzm777;896801055211757568;61;69;162;314.62;256386.61;506.35;0.165;0.125;0.05;0.08;0.155;0.22;0.205;28.57;133.39;11.55;17;0.77;http://pbs.twimg.com/profile_images/986212038518149122/58tfUrwr_normal.jpg;https://pbs.twimg.com/profile_images/986212038518149122/58tfUrwr_normal.jpg
1534;serpilknvr;878951465695535104;2628;3049;164;486.37;918320.54;958.29;0.03;0.385;0.245;0.15;0.025;0.075;0.09;28.57;589.39;24.28;2;0.01;http://pbs.twimg.com/profile_images/972082397025103872/2rQjanRC_normal.jpg;https://pbs.twimg.com/profile_images/972082397025103872/2rQjanRC_normal.jpg
1535;ozatasomer;1513374212;505856;447967;192;16648.38;160084533.12;12652.45;0.165;0.195;0.105;0.13;0.155;0.125;0.125;28.57;31.96;5.65;6;0.035;http://pbs.twimg.com/profile_images/909454638461652992/4FRgj8va_normal.jpg;https://pbs.twimg.com/profile_images/909454638461652992/4FRgj8va_normal.jpg
1536;SirDogu;942080790183206912;40;72;1;335.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.29;0.49;0.70;1;0.005;http://pbs.twimg.com/profile_images/988541198456573953/itEzTaPj_normal.jpg;https://pbs.twimg.com/profile_images/988541198456573953/itEzTaPj_normal.jpg
1537;yureginizyeter;809296142152372224;37853;27175;190;9611.59;136694618.69;11691.65;0.215;0.12;0.175;0.145;0.13;0.105;0.11;28.57;53.96;7.35;14;0.095;http://pbs.twimg.com/profile_images/966580666430377984/yEGkTY7g_normal.jpg;https://pbs.twimg.com/profile_images/966580666430377984/yEGkTY7g_normal.jpg
1538;baybadu;351912183;337063;293899;178;4439.19;6528767.58;2555.15;0.15;0.11;0.175;0.13;0.155;0.17;0.11;28.57;24.53;4.95;3;0.015;http://pbs.twimg.com/profile_images/954497475540332544/Bs-2sI8k_normal.jpg;https://pbs.twimg.com/profile_images/954497475540332544/Bs-2sI8k_normal.jpg
1539;anilciyiz;987751582153498624;74;69;87;289.21;290163.22;538.67;0.3238095238095238;0.3523809523809524;0.08571428571428572;0.0;0.0;0.02857142857142857;0.20952380952380953;15.00;217.71;14.76;25;0.31;http://pbs.twimg.com/profile_images/989146391896260608/y7i3iDwF_normal.jpg;https://pbs.twimg.com/profile_images/989146391896260608/y7i3iDwF_normal.jpg
1540;aysegulshn07;2794108179;222;409;167;74.75;7726.12;87.90;0.29;0.49;0.125;0.055;0.0;0.0;0.04;28.57;1151.96;33.94;16;0.255;http://pbs.twimg.com/profile_images/978620311724752896/eizQ9qxZ_normal.jpg;https://pbs.twimg.com/profile_images/978620311724752896/eizQ9qxZ_normal.jpg
1541;bekirbey__;3151779202;50539;48479;177;6741.03;89672866.20;9469.58;0.13;0.2;0.2;0.12;0.12;0.1;0.13;28.57;55.67;7.46;11;0.055;http://pbs.twimg.com/profile_images/986498273514008576/6Co2kzpr_normal.jpg;https://pbs.twimg.com/profile_images/986498273514008576/6Co2kzpr_normal.jpg
1542;ozatasomer;1513374212;505856;447982;192;16648.38;160084533.12;12652.45;0.165;0.195;0.105;0.13;0.155;0.125;0.125;28.57;31.96;5.65;6;0.035;http://pbs.twimg.com/profile_images/909454638461652992/4FRgj8va_normal.jpg;https://pbs.twimg.com/profile_images/909454638461652992/4FRgj8va_normal.jpg
1543;americanjoke999;4291365686;3296;3944;175;3604.54;2.91;1.71;0.17;0.17;0.17;0.155;0.085;0.085;0.165;28.57;54.53;7.38;0;0.0;http://pbs.twimg.com/profile_images/667379174277910530/yD3aJPfB_normal.png;https://pbs.twimg.com/profile_images/667379174277910530/yD3aJPfB_normal.png
1544;HabibAhmadPti;892346092167340032;3272;2617;162;17.98;1028.71;32.07;0.0;0.0;0.71;0.29;0.0;0.0;0.0;28.57;2544.82;50.45;11;0.48;http://pbs.twimg.com/profile_images/989158881258590209/DKJJ18xt_normal.jpg;https://pbs.twimg.com/profile_images/989158881258590209/DKJJ18xt_normal.jpg
1545;nanaamabaakop3;881261185;9;3;26;306.04;103265.58;321.35;0.5333333333333333;0.0;0.4666666666666667;0.0;0.0;0.0;0.0;4.29;46.20;6.80;3;0.015;http://pbs.twimg.com/profile_images/988445934907469824/a1JgcUFX_normal.jpg;https://pbs.twimg.com/profile_images/988445934907469824/a1JgcUFX_normal.jpg
1546;ddff055;2151049186;210;83;162;3700.07;41606462.89;6450.31;0.06842105263157895;0.06315789473684211;0.18421052631578946;0.06842105263157895;0.2;0.18421052631578946;0.23157894736842105;27.14;164.98;12.84;46;0.48;http://pbs.twimg.com/profile_images/908649509537894400/dhLU7egO_normal.jpg;https://pbs.twimg.com/profile_images/908649509537894400/dhLU7egO_normal.jpg
1547;girlswantsss;943016447277539328;16234;17104;10;30230.20;235604015.36;15349.40;0.0;0.36363636363636365;0.0;0.09090909090909091;0.2727272727272727;0.09090909090909091;0.18181818181818182;1.57;1.96;1.40;0;0.0;http://pbs.twimg.com/profile_images/943020694924705792/LaJSCmUH_normal.jpg;https://pbs.twimg.com/profile_images/943020694924705792/LaJSCmUH_normal.jpg
1548;Selenablom;3457121002;1600;2435;177;4592.48;47085083.28;6861.86;0.10050251256281408;0.08040201005025126;0.1708542713567839;0.22613065326633167;0.17587939698492464;0.12562814070351758;0.12060301507537688;28.43;86.53;9.30;25;0.15;http://pbs.twimg.com/profile_images/988879029112639488/I2sdRi_J_normal.jpg;https://pbs.twimg.com/profile_images/988879029112639488/I2sdRi_J_normal.jpg
1549;Mena26618317;865519742089428993;717;948;198;18662.65;340293405.01;18447.04;0.1658291457286432;0.1658291457286432;0.19095477386934673;0.12562814070351758;0.19095477386934673;0.07537688442211055;0.08542713567839195;28.43;78.24;8.85;8;0.05;http://pbs.twimg.com/profile_images/986237745352753152/9Ww5zDYr_normal.jpg;https://pbs.twimg.com/profile_images/986237745352753152/9Ww5zDYr_normal.jpg
1550;bFys4Dtb8ocCPNO;979143040773206016;31;269;1;71158.00;0.00;0.00;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.29;0.20;0.45;1;0.005;http://pbs.twimg.com/profile_images/979143960495992832/JSVayG8k_normal.jpg;https://pbs.twimg.com/profile_images/979143960495992832/JSVayG8k_normal.jpg
1551;TagOllYT;4767662735;564;2842;171;178.39;18676.18;136.66;0.0;0.41;0.52;0.07;0.0;0.0;0.0;28.57;1717.39;41.44;6;0.03;http://pbs.twimg.com/profile_images/926887522101354496/Z0ZnsHvf_normal.jpg;https://pbs.twimg.com/profile_images/926887522101354496/Z0ZnsHvf_normal.jpg
1552;abirhuss;764271202802159616;3452;3901;74;3661.22;41495979.87;6441.74;0.05813953488372093;0.11627906976744186;0.03488372093023256;0.1744186046511628;0.27906976744186046;0.1744186046511628;0.16279069767441862;12.29;42.78;6.54;5;0.025;http://pbs.twimg.com/profile_images/935927030721343488/758kAZLA_normal.jpg;https://pbs.twimg.com/profile_images/935927030721343488/758kAZLA_normal.jpg
1553;tohellwithlibs;1475953650;15207;15241;171;1210.44;3268753.90;1807.97;0.07537688442211055;0.08040201005025126;0.12562814070351758;0.18090452261306533;0.11055276381909548;0.12562814070351758;0.3015075376884422;28.43;207.67;14.41;39;0.315;http://pbs.twimg.com/profile_images/965616639554170881/8AZfP08o_normal.jpg;https://pbs.twimg.com/profile_images/965616639554170881/8AZfP08o_normal.jpg
1554;zfn911;822446463670255617;22865;21673;169;3968.00;55036534.69;7418.66;0.135;0.07;0.245;0.1;0.13;0.26;0.06;28.57;219.39;14.81;22;0.345;http://pbs.twimg.com/profile_images/981374475139715073/-dW7zAO-_normal.jpg;https://pbs.twimg.com/profile_images/981374475139715073/-dW7zAO-_normal.jpg
1555;GOKR2020;751892062992273408;3773;3476;155;6.83;45.68;6.76;0.015;0.295;0.035;0.025;0.03;0.525;0.075;28.57;1305.10;36.13;12;0.22;http://pbs.twimg.com/profile_images/751897922959241216/G3q_d5w1_normal.jpg;https://pbs.twimg.com/profile_images/751897922959241216/G3q_d5w1_normal.jpg
1556;vahap_korkmaz;2163298800;432;1427;198;14917.84;299927597.65;17318.42;0.07035175879396985;0.18592964824120603;0.08040201005025126;0.19095477386934673;0.1407035175879397;0.16080402010050251;0.1708542713567839;28.43;81.67;9.04;22;0.13;http://pbs.twimg.com/profile_images/986988593636958208/DaGvNVyq_normal.jpg;https://pbs.twimg.com/profile_images/986988593636958208/DaGvNVyq_normal.jpg
1557;elifgibi8679;981977919835779073;437;444;169;2610.73;13913042.90;3730.02;0.0707070707070707;0.1919191919191919;0.1919191919191919;0.09595959595959595;0.23232323232323232;0.10101010101010101;0.11616161616161616;28.29;127.06;11.27;0;0.0;http://pbs.twimg.com/profile_images/985250400302501889/CxlrnMak_normal.jpg;https://pbs.twimg.com/profile_images/985250400302501889/CxlrnMak_normal.jpg
1558;Fatima_Paris;1386150654;303;391;173;2535.29;22410377.28;4733.96;0.11;0.1;0.175;0.295;0.15;0.12;0.05;28.57;207.39;14.40;42;0.29;http://pbs.twimg.com/profile_images/969390748742373376/4TG_gngV_normal.jpg;https://pbs.twimg.com/profile_images/969390748742373376/4TG_gngV_normal.jpg
1559;erdener2001;247479450;48;192;192;9599.74;133441933.82;11551.71;0.1658291457286432;0.1708542713567839;0.135678391959799;0.18090452261306533;0.1407035175879397;0.08542713567839195;0.12060301507537688;28.43;37.39;6.11;27;0.155;http://pbs.twimg.com/profile_images/2913853210/d0261a006e0706f79ddefdc5c4b5af25_normal.jpeg;https://pbs.twimg.com/profile_images/2913853210/d0261a006e0706f79ddefdc5c4b5af25_normal.jpeg
1560;6mervenur1;969631980311777280;86;71;3;44049.67;59511538.89;7714.37;0.0;0.25;0.25;0.25;0.0;0.0;0.25;0.57;0.24;0.49;0;0.0;http://pbs.twimg.com/profile_images/982984134749540352/GPHmw7Py_normal.jpg;https://pbs.twimg.com/profile_images/982984134749540352/GPHmw7Py_normal.jpg
1561;sezeruysal1905;995515712;951;686;195;15588.77;169763037.03;13029.31;0.12;0.105;0.11;0.155;0.14;0.215;0.155;28.57;48.82;6.99;8;0.04;http://pbs.twimg.com/profile_images/796270903055253504/oj3WdLzW_normal.jpg;https://pbs.twimg.com/profile_images/796270903055253504/oj3WdLzW_normal.jpg
1562;nanaamabaakop3;881261185;9;3;26;306.04;103265.58;321.35;0.5333333333333333;0.0;0.4666666666666667;0.0;0.0;0.0;0.0;4.29;46.20;6.80;3;0.015;http://pbs.twimg.com/profile_images/988445934907469824/a1JgcUFX_normal.jpg;https://pbs.twimg.com/profile_images/988445934907469824/a1JgcUFX_normal.jpg
1563;gelleejeanluc;731760110184321024;1366;3383;174;79.20;6788.17;82.39;0.0;0.75;0.09;0.16;0.0;0.0;0.0;28.57;2590.53;50.90;38;0.24;http://pbs.twimg.com/profile_images/971827323577266176/lbUtRES1_normal.jpg;https://pbs.twimg.com/profile_images/971827323577266176/lbUtRES1_normal.jpg
